customer_id,recency,frequency,monetary,segment_k
3300,176,4,801.37,2
3301,352,3,477.97,3
3302,697,4,1204.34,2
3303,215,3,828.2199999999999,2
3304,30,3,149.61,1
3305,240,3,316.73,3
3306,387,2,356.46,3
3307,873,1,156.31,0
3308,241,3,433.36,3
3309,585,1,241.13,0
3310,32,4,612.63,1
3311,76,3,1182.33,1
3312,468,2,768.8499999999999,3
3313,606,3,606.62,3
3314,153,3,1086.98,2
3315,376,3,307.14,3
3316,291,4,241.15,3
3317,614,2,359.09000000000003,3
3318,212,5,605.8,2
3319,872,2,308.74,3
3320,200,3,223.94,3
3321,423,2,321.09999999999997,3
3322,593,1,61.45,0
3323,1194,3,341.31,3
3324,699,3,777.16,3
3325,431,5,528.29,2
3326,22,2,109.03999999999999,1
3327,119,2,145.97,3
3328,309,5,946.45,2
3329,411,6,1054.41,2
3330,98,5,611.97,2
3331,299,2,196.97,3
3332,100,3,1089.85,2
3333,442,3,852.6899999999999,2
3334,695,1,245.58,0
3335,142,5,862.58,2
3336,722,1,145.14000000000001,0
3337,1252,1,165.74,0
3338,225,5,987.07,2
3339,82,3,316.27,1
3341,139,4,875.4,2
3342,300,3,321.11,3
3343,1401,1,130.51,0
3344,31,3,298.6,1
3345,583,3,578.14,3
3346,156,2,834.76,3
3347,338,4,465.87,2
3348,1258,1,13.14,0
3349,45,3,422.18,1
3350,91,2,295.96,1
3351,680,3,618.77,3
3352,617,2,255.65,3
3353,131,6,867.57,2
3354,18,3,507.94,1
3355,165,2,430.87,3
3356,595,4,634.09,2
3357,1269,2,335.71000000000004,3
3358,864,2,87.00999999999999,0
3360,630,3,490.8,3
3361,302,4,437.77,2
3362,74,5,1817.75,2
3364,868,1,162.08,0
3365,364,3,502.08000000000004,3
3366,472,2,353.99,3
3367,510,1,16.52,0
3369,109,6,1039.9,2
3370,353,4,477.58000000000004,2
3371,841,2,280.15999999999997,3
3372,1255,2,220.98,3
3373,837,2,660.1800000000001,3
3374,40,4,686.51,1
3375,154,2,107.19999999999999,0
3376,711,2,558.94,3
3377,241,2,359.51,3
3379,240,4,697.8000000000001,2
3380,1095,2,34.68,0
3382,215,4,740.5,2
3383,639,1,160.07999999999998,0
3384,269,3,586.11,3
3385,579,4,763.5,2
3386,43,4,1684.82,1
3387,828,1,14.84,0
3388,471,1,161.57999999999998,0
3389,209,2,332.34,3
3391,489,2,1023.79,3
3392,723,1,254.81,0
3395,841,1,80.91,0
3396,121,7,654.1700000000001,2
3397,82,5,864.97,2
3398,447,6,1131.82,2
3399,1220,2,42.36,0
3400,694,3,350.06,3
3401,469,2,219.62,3
3402,213,2,260.51,3
3403,482,1,87.0,0
3404,687,1,130.97,0
3405,62,6,617.12,2
3406,175,2,502.8,3
3407,626,1,12.42,0
3408,1393,1,6.74,0
3409,1085,2,465.22,3
3410,164,3,451.86,3
3412,462,1,153.16,0
3413,763,4,414.52000000000004,3
3414,350,2,77.9,0
3415,68,3,322.55,1
3416,460,5,929.43,2
3417,541,1,564.3599999999999,3
3418,312,3,745.3199999999999,2
3419,553,4,541.55,2
3420,358,6,1633.65,2
3421,1356,1,92.82,0
3422,446,5,1269.45,2
3423,1170,2,372.13,3
3424,514,3,482.32,3
3425,91,4,1112.05,2
3426,33,8,1568.25,2
3427,81,4,302.4,1
3428,251,3,847.1899999999999,2
3429,44,3,482.12,1
3430,925,1,243.2,0
3431,143,5,793.42,2
3432,787,3,147.1,3
3433,1100,2,242.13,3
3434,815,3,403.25,3
3435,358,4,784.37,2
3436,286,1,101.37,0
3437,98,2,520.63,1
3438,1339,1,64.6,0
3439,814,1,122.13000000000001,0
3440,582,3,344.01,3
3441,17,2,440.85999999999996,1
3442,66,4,441.55,1
3443,224,4,849.2,2
3444,631,2,167.08,3
3445,426,6,926.05,2
3446,280,3,348.9,3
3447,1030,2,387.94,3
3448,195,4,983.9399999999999,2
3449,831,3,95.91,3
3450,1036,1,215.34,0
3451,46,4,766.9,1
3452,100,2,421.33,3
3453,473,6,513.02,2
3454,10,2,243.1,1
3455,509,2,348.81,3
3456,293,5,438.31,2
3457,1432,1,132.4,0
3458,176,4,648.54,2
3459,548,1,17.04,0
3460,382,6,581.65,2
3461,85,1,168.48,0
3462,387,3,75.9,0
3463,802,1,264.83,0
3464,321,3,229.52,3
3465,926,3,325.72,3
3466,131,4,839.7,2
3467,379,4,593.24,2
3468,339,3,256.06,3
3469,42,1,195.29000000000002,1
3470,75,3,343.69,1
3471,373,3,414.02,3
3472,721,3,438.15999999999997,3
3473,824,1,84.43,0
3474,702,2,262.11,3
3475,193,5,816.96,2
3477,209,3,309.56,3
3478,153,7,1410.1000000000001,2
3480,303,1,140.98,0
3481,497,3,464.28,3
3482,34,3,359.6,1
3483,806,2,519.03,3
3484,458,1,115.99000000000001,0
3487,389,5,842.89,2
3488,431,5,906.12,2
3489,842,3,833.89,3
3490,783,3,392.04999999999995,3
3491,556,5,601.98,2
3492,146,4,702.15,2
3493,117,5,1303.32,2
3494,334,3,474.65,3
3495,1189,2,82.99000000000001,0
3496,51,3,1328.18,1
3497,117,3,429.42,1
3498,34,4,352.45,1
3499,29,7,528.28,1
3500,650,2,224.63,3
3501,84,2,246.70000000000002,1
3502,518,4,579.01,2
3504,63,1,195.44,0
3505,622,2,154.92000000000002,0
3506,50,7,1213.1100000000001,2
3507,395,2,118.53999999999999,0
3508,189,5,1269.6,2
3509,12,3,1706.96,1
3510,198,5,1913.4900000000002,2
3512,767,5,506.59,2
3513,1180,2,275.86,3
3514,650,3,180.67000000000002,3
3515,6,4,469.26,1
3516,554,3,444.59,3
3517,340,5,843.4300000000001,2
3518,21,4,355.92,1
3519,132,2,251.11,3
3520,379,3,585.34,3
3521,258,1,208.47,0
3522,392,5,751.72,2
3523,665,4,545.63,2
3524,343,3,381.93,3
3525,71,4,1039.14,1
3526,16,2,109.08,1
3527,545,2,648.53,3
3528,25,6,899.79,1
3529,505,4,1250.66,2
3530,8,3,337.41999999999996,1
3531,142,4,1042.36,2
3532,105,2,241.03,3
3533,75,5,461.26,1
3534,386,1,629.54,3
3535,107,4,610.27,2
3536,107,3,380.96,1
3537,323,3,321.5,3
3538,267,4,664.64,2
3539,432,4,733.9000000000001,2
3540,232,2,67.21000000000001,0
3541,11,3,267.64,1
3542,1190,2,767.35,3
3543,434,4,530.87,2
3544,178,4,533.99,2
3545,106,6,962.01,2
3546,55,4,845.56,1
3547,922,1,42.370000000000005,0
3548,153,3,585.61,2
3549,17,2,355.1,1
3550,165,5,480.90999999999997,2
3551,628,3,1226.32,2
3552,379,1,311.18,3
3553,30,2,411.58,1
3554,668,2,108.92,0
3555,780,4,779.15,2
3556,572,2,1084.1200000000001,3
3557,66,2,705.51,1
3558,641,2,492.82000000000005,3
3559,760,2,100.83,0
3560,166,2,415.39,3
3561,1183,1,153.24,0
3562,774,2,295.27,3
3563,98,1,28.56,0
3564,552,2,471.94000000000005,3
3565,166,3,308.41999999999996,3
3566,291,2,404.81,3
3567,97,5,920.74,2
3568,90,2,45.35,0
3569,163,4,956.54,2
3570,294,4,952.38,2
3571,196,4,461.65,2
3572,1337,2,359.97,3
3573,151,4,461.46,2
3574,14,4,506.5,1
3575,255,2,270.8,3
3576,225,1,97.13,0
3577,5,3,161.12,1
3578,739,3,276.39,3
3579,38,2,170.1,1
3580,194,1,441.14,3
3581,89,7,1172.33,2
3582,341,3,314.89,3
3583,678,4,751.5,2
3584,8,3,342.7,1
3586,496,2,185.75,3
3587,52,6,964.72,2
3588,429,4,487.22,2
3589,87,2,273.6,1
3590,68,4,399.16,1
3591,20,2,232.58,1
3592,221,4,514.75,2
3593,79,6,676.0,2
3594,216,4,1152.1,2
3595,769,2,328.81,3
3596,412,2,613.37,3
3598,17,4,555.86,1
3600,406,3,314.88,3
3601,486,2,102.81,0
3602,448,2,327.46000000000004,3
3603,161,3,568.45,2
3605,543,3,381.49,3
3606,88,4,633.0,1
3607,61,2,544.92,1
3608,111,2,269.95,3
3609,673,2,292.16,3
3610,565,3,508.46,3
3611,16,3,583.68,1
3612,8,4,1652.5299999999997,1
3613,410,3,725.38,2
3614,55,3,392.1,1
3615,557,2,233.4,3
3616,111,1,329.28,3
3617,490,2,342.03,3
3618,838,1,27.49,0
3619,1302,1,85.97,0
3621,183,4,765.4,2
3622,301,7,1378.35,2
3623,170,4,303.87,2
3624,145,3,631.57,2
3626,15,5,1041.56,1
3627,604,2,194.79,3
3628,40,2,209.23,1
3630,782,3,387.99,3
3631,63,4,754.99,1
3632,725,1,363.93,3
3633,76,2,550.74,1
3634,580,4,436.55,2
3635,1394,1,138.33,0
3636,1048,3,172.98999999999998,3
3637,199,5,524.99,2
3639,740,4,636.6,2
3640,48,3,409.62,1
3641,120,3,670.09,2
3642,4,3,339.54,1
3643,449,2,194.71,3
3644,222,3,421.4,3
3645,707,3,467.48,3
3647,161,4,860.41,2
3648,842,3,551.66,3
3649,926,1,148.32,0
3650,382,2,716.7,3
3651,262,5,1179.71,2
3652,376,2,621.3100000000001,3
3653,431,2,380.09999999999997,3
3654,17,2,486.03,1
3655,520,4,591.36,2
3656,1189,2,389.43,3
3658,122,3,277.42,3
3659,642,2,91.62,0
3660,195,3,426.86,3
3661,21,4,836.04,1
3662,398,5,920.7,2
3664,50,6,859.68,1
3665,754,1,114.88,0
3666,112,3,614.54,1
3667,72,3,373.17999999999995,1
3668,5,6,974.44,1
3669,153,4,597.68,2
3670,416,1,148.49,0
3671,559,4,609.63,2
3672,516,2,193.24,3
3673,33,3,469.24,1
3674,439,4,1014.9399999999999,2
3675,991,1,126.92,0
3676,960,1,64.95,0
3677,955,2,170.99,3
3678,122,3,715.72,2
3680,18,6,482.5,1
3681,75,4,847.02,1
3682,193,1,143.34,0
3683,338,6,519.39,2
3684,853,2,302.94,3
3686,109,4,604.06,2
3687,12,4,450.86,1
3688,196,4,951.1700000000001,2
3689,381,4,570.45,2
3690,173,1,15.07,0
3691,235,4,1326.53,2
3692,753,1,25.84,0
3693,96,4,796.61,2
3694,263,4,630.5600000000001,2
3695,159,5,1160.49,2
3696,60,5,836.65,1
3697,74,7,750.1400000000001,2
3698,10,6,1006.62,1
3699,115,2,362.4,3
3700,514,2,493.40999999999997,3
3701,772,1,121.47,0
3702,4,3,727.74,1
3703,724,5,1352.44,2
3704,647,2,578.71,3
3705,536,2,589.0699999999999,3
3706,881,3,257.14,3
3707,498,3,373.73,3
3708,405,3,763.78,2
3709,246,2,428.66,3
3710,188,5,1021.91,2
3712,424,6,949.4,2
3713,341,1,177.28,0
3716,90,4,713.74,2
3717,7,3,729.37,1
3718,122,3,612.77,2
3719,23,6,870.73,1
3721,144,4,576.1800000000001,2
3722,106,2,223.76,3
3723,156,5,1412.6299999999999,2
3724,120,3,534.1800000000001,1
3725,134,4,1190.26,2
3726,1168,2,317.0,3
3727,319,1,117.12,0
3728,56,2,676.08,1
3729,1209,3,447.46,3
3730,92,3,755.66,1
3731,505,2,736.54,3
3732,300,6,1036.9,2
3733,1230,2,441.28999999999996,3
3734,417,2,637.53,3
3735,573,3,165.88,3
3737,388,2,302.88,3
3738,545,1,154.68,0
3739,1373,1,34.8,0
3740,98,4,587.84,2
3741,176,2,971.21,3
3742,178,4,499.69,2
3743,51,3,188.31,1
3744,579,2,389.87,3
3745,21,2,301.6,1
3746,1146,2,266.74,3
3747,189,4,514.75,2
3748,543,3,233.97,3
3749,83,4,765.47,2
3750,213,5,553.91,2
3751,493,3,427.43,3
3752,1347,2,71.78,0
3753,291,3,771.45,2
3754,120,1,14.94,0
3755,514,3,322.63,3
3758,268,5,820.91,2
3759,516,5,590.04,2
3760,39,5,796.41,1
3761,41,2,661.89,1
3762,77,3,601.09,1
3763,271,4,534.73,2
3765,68,2,352.06,1
3767,706,1,313.49,0
3768,151,4,663.95,2
3769,372,5,548.6899999999999,2
3770,240,3,596.84,2
3771,212,2,123.68,0
3772,310,2,616.88,3
3773,143,5,1291.79,2
3774,633,7,999.18,2
3775,433,1,96.47,0
3776,11,2,307.36,1
3777,859,1,138.27,0
3778,411,3,358.6,3
3779,137,4,593.95,2
3780,108,5,746.87,2
3781,329,4,255.47,3
3782,973,1,30.52,0
3783,588,3,276.42,3
3784,964,2,165.34,3
3785,36,3,2196.43,1
3786,1009,4,341.25,3
3787,48,4,507.15999999999997,1
3788,12,1,188.93,1
3789,861,2,183.76999999999998,3
3790,808,2,135.68,0
3791,96,1,328.43,3
3792,334,5,1351.84,2
3793,1007,1,29.82,0
3794,792,2,601.02,3
3795,133,4,514.62,2
3796,26,5,1288.28,1
3797,197,4,419.66,2
3798,16,1,55.59,0
3799,114,2,276.31,3
3800,283,4,434.43,2
3801,662,1,939.56,3
3803,491,6,797.65,2
3804,247,1,194.61,0
3805,18,6,680.88,1
3806,220,2,372.51,3
3807,11,5,728.74,1
3808,699,2,98.15,0
3809,379,4,397.09,2
3810,50,3,176.3,1
3811,370,4,627.29,2
3812,322,2,327.43,3
3813,138,7,1601.53,2
3814,1405,1,189.03,0
3815,217,3,472.81,3
3816,108,1,3.13,0
3817,843,1,62.16,0
3818,154,7,1119.37,2
3819,859,2,298.34000000000003,3
3820,462,3,408.07,3
3821,152,3,401.78000000000003,3
3822,3,3,514.6,1
3823,208,1,194.83,0
3824,192,3,424.36,3
3825,6,4,613.21,1
3826,218,3,599.65,2
3827,723,4,954.8,2
3828,807,1,264.95,0
3829,858,2,138.74,0
3831,66,6,1152.49,2
3832,544,4,549.27,2
3833,238,3,492.03,3
3834,646,3,280.74,3
3835,869,2,182.98000000000002,3
3836,283,5,513.22,2
3837,1040,1,22.55,0
3838,225,3,362.65,3
3839,613,2,343.78,3
3840,828,1,129.56,0
3841,389,2,208.97,3
3842,559,1,384.76,3
3843,695,3,394.56,3
3844,13,3,455.48,1
3845,203,3,325.45,3
3846,28,6,896.3,1
3847,1328,1,319.91999999999996,0
3848,200,4,1253.67,2
3849,79,4,864.59,2
3850,150,3,446.22,3
3851,288,3,135.5,3
3852,748,2,259.73,3
3853,225,2,188.69,3
3854,169,3,412.51,3
3855,496,4,1554.15,2
3856,157,3,446.76,3
3857,702,3,601.88,3
3858,319,3,466.88,3
3859,180,3,369.5,3
3860,683,1,241.04999999999998,0
3861,149,3,167.48000000000002,3
3862,24,3,420.5,1
3863,450,1,51.34,0
3864,827,6,760.16,2
3866,317,2,488.2,3
3867,665,1,112.07000000000001,0
3869,99,3,624.0,1
3870,1441,1,103.87,0
3871,138,5,900.41,2
3872,162,2,463.39,3
3873,709,2,411.16999999999996,3
3874,51,5,778.89,1
3875,127,2,262.67,3
3876,46,6,994.75,1
3877,221,4,828.35,2
3878,328,3,498.97,3
3879,535,2,180.35,3
3880,345,4,758.32,2
3881,585,3,148.53,3
3883,82,6,1725.23,2
3885,53,3,329.38,1
3886,1047,2,217.79999999999998,3
3887,969,3,419.88,3
3888,47,4,818.25,1
3889,208,1,313.15000000000003,3
3892,548,4,662.14,2
3893,336,4,699.97,2
3894,716,2,313.69,3
3895,44,6,597.49,1
3896,518,2,193.92000000000002,3
3897,222,2,86.69,0
3898,369,2,259.02,3
3899,349,6,1008.0500000000001,2
3900,4,3,321.44,1
3901,289,3,439.6,3
3902,146,4,355.35,2
3903,262,6,519.9300000000001,2
3904,1325,1,179.75,0
3905,24,5,925.49,1
3906,437,1,37.6,0
3907,412,5,994.92,2
3908,1021,2,372.43,3
3909,23,4,285.76,1
3910,308,2,168.45,3
3911,63,3,695.13,1
3912,268,3,2758.6099999999997,2
3913,639,5,920.48,2
3914,122,2,439.56,3
3915,378,1,24.52,0
3916,650,2,39.83,0
3917,786,2,928.6500000000001,3
3918,465,5,620.13,2
3919,1104,1,159.22,0
3920,1337,1,172.54,0
3922,44,3,430.31,1
3923,251,4,314.78999999999996,2
3924,123,4,648.23,2
3925,505,3,628.66,3
3926,942,2,404.48,3
3928,108,3,78.9,3
3929,823,2,134.34,0
3930,527,2,287.4,3
3931,440,3,559.55,3
3932,224,4,657.58,2
3933,836,2,403.74,3
3934,87,4,417.7,1
3935,116,3,452.86,1
3936,167,6,735.1700000000001,2
3937,159,4,1008.48,2
3938,246,2,280.27000000000004,3
3939,960,2,847.77,3
3940,314,3,935.27,2
3941,157,2,516.48,3
3942,1004,4,574.26,2
3943,342,2,402.64,3
3946,1215,1,29.54,0
3948,66,4,606.26,1
3949,29,4,505.97,1
3951,61,6,559.88,1
3952,758,2,877.48,3
3953,536,2,281.87,3
3954,347,5,935.86,2
3955,144,4,432.95000000000005,2
3956,1236,1,147.57,0
3957,292,4,889.57,2
3958,230,3,521.5600000000001,3
3959,296,5,520.9200000000001,2
3960,309,2,251.52,3
3961,645,7,1302.8,2
3962,414,4,391.45,2
3963,334,5,1124.61,2
3964,370,3,1862.0,2
3965,161,3,517.58,2
3966,135,6,1020.74,2
3967,886,1,171.95999999999998,0
3968,755,2,495.91,3
3969,696,4,789.63,2
3970,563,3,622.94,3
3971,116,3,486.38,1
3972,255,1,106.02,0
3973,571,2,842.8900000000001,3
3974,221,4,534.88,2
3975,575,4,462.03,2
3977,143,2,57.29,0
3978,76,5,748.51,2
3979,270,4,671.31,2
3980,304,1,222.19,0
3981,149,6,848.23,2
3982,465,4,652.14,2
3983,360,6,1238.64,2
3985,49,2,371.72999999999996,1
3986,695,2,147.85000000000002,0
3987,99,1,23.83,0
3989,499,5,1262.54,2
3990,991,1,354.95,3
3991,130,2,119.3,0
3992,1029,1,686.3399999999999,3
3993,62,3,414.28,1
3994,78,4,514.44,1
3995,439,3,448.21999999999997,3
3997,141,4,279.6,2
3998,316,2,178.01999999999998,3
3999,512,4,1618.54,2
4000,329,1,121.41,0
4001,21,1,123.53999999999999,1
4002,593,4,380.09,3
4003,38,5,838.15,1
4004,386,3,287.49,3
4005,144,5,932.1,2
4006,624,1,105.32,0
4007,295,3,362.34,3
4008,52,6,1446.93,2
4009,671,1,275.46,0
4010,706,4,266.95,3
4011,1071,1,152.49,0
4012,982,1,57.56,0
4013,213,4,535.81,2
4015,583,2,151.20999999999998,0
4016,70,6,625.42,2
4017,622,5,836.4399999999999,2
4018,38,5,902.83,1
4019,213,4,539.47,2
4020,967,2,505.29,3
4021,330,4,663.58,2
4022,1023,1,43.81,0
4023,549,5,1457.45,2
4024,25,4,749.74,1
4025,331,2,125.53999999999999,0
4026,16,3,653.57,1
4027,939,2,397.83000000000004,3
4028,193,5,464.69,2
4029,484,4,572.57,2
4030,1251,1,123.12,0
4031,343,4,837.47,2
4032,120,4,323.46,2
4033,440,4,562.38,2
4034,73,4,593.9,1
4035,245,2,382.81,3
4037,35,3,470.65999999999997,1
4038,115,3,430.82,1
4039,292,4,772.25,2
4040,609,1,183.68,0
4041,946,1,22.37,0
4043,225,2,525.1700000000001,3
4044,1352,1,204.45,0
4045,165,3,275.44,3
4046,472,2,520.3000000000001,3
4047,1256,2,251.14000000000001,3
4048,903,4,391.31,3
4049,246,2,1673.58,2
4050,97,2,196.94,3
4051,105,5,976.88,2
4052,227,4,706.67,2
4053,20,1,350.41,1
4054,387,2,262.44,3
4055,81,2,310.64,1
4056,458,2,391.05,3
4057,976,3,450.67,3
4058,35,7,1197.8799999999999,1
4059,829,1,58.53,0
4060,325,2,151.87,3
4061,673,1,90.81,0
4062,667,2,698.79,3
4063,121,5,486.27,2
4064,400,2,520.24,3
4066,383,5,1080.23,2
4067,939,2,231.29,3
4068,368,1,157.73000000000002,0
4069,98,2,391.87,1
4070,309,3,462.61,3
4071,169,1,279.91,0
4072,312,3,217.45999999999998,3
4073,114,4,627.89,2
4074,194,3,890.15,2
4075,270,4,1192.21,2
4076,1136,4,337.27,3
4077,990,1,273.0,0
4078,593,2,669.01,3
4079,632,3,698.26,3
4080,803,2,375.75,3
4081,677,1,18.75,0
4082,1188,2,239.73000000000002,3
4083,30,5,648.92,1
4085,927,1,40.24,0
4086,306,3,336.51,3
4087,25,2,137.32999999999998,1
4088,534,1,30.14,0
4089,766,1,26.58,0
4090,184,2,255.51,3
4091,9,4,461.88,1
4092,209,1,98.63,0
4093,182,4,692.54,2
4094,647,4,758.15,2
4095,374,2,436.53999999999996,3
4096,1020,1,32.55,0
4098,94,5,768.03,2
4099,495,2,343.12,3
4100,357,3,491.47999999999996,3
4101,13,4,1073.51,1
4102,363,1,84.45,0
4104,353,1,27.75,0
4105,164,4,477.44,2
4106,395,3,725.08,2
4107,336,3,548.65,3
4108,330,1,131.84,0
4109,87,2,80.04,0
4110,470,3,317.63,3
4111,867,2,889.96,3
4112,229,2,217.78,3
4113,1302,2,168.22,0
4114,267,6,2678.39,2
4115,139,3,307.95,3
4116,395,2,443.21,3
4117,1268,1,71.36,0
4118,220,2,246.34,3
4119,498,1,503.59000000000003,3
4120,18,2,161.84,1
4121,505,1,244.06,0
4122,251,3,523.97,3
4124,383,3,837.03,2
4125,149,5,585.25,2
4126,766,3,121.44,3
4127,74,4,557.13,1
4128,388,8,1950.9,2
4129,72,2,150.22,1
4130,367,2,275.57,3
4131,316,2,245.68,3
4132,164,3,910.34,2
4133,225,3,707.59,2
4134,498,2,421.10999999999996,3
4135,172,2,396.65999999999997,3
4136,109,4,501.91,2
4137,560,3,629.22,3
4138,332,3,494.97,3
4139,26,3,1425.25,1
4140,534,3,340.51,3
4141,260,3,255.31,3
4142,135,4,997.97,2
4143,116,8,1445.15,2
4144,180,2,346.87,3
4145,322,4,542.99,2
4146,1310,1,246.93,0
4147,136,5,596.07,2
4148,670,3,281.84,3
4149,733,3,354.01,3
4150,1108,2,264.76,3
4151,1208,1,191.8,0
4152,1031,1,230.68,0
4153,24,4,326.69,1
4154,302,6,1040.07,2
4155,447,2,222.93,3
4157,129,4,667.8,2
4158,800,1,41.92,0
4159,1,3,258.48,1
4160,493,4,1284.24,2
4161,434,3,324.03,3
4162,442,2,111.09,0
4163,67,3,339.62,1
4164,321,4,648.19,2
4165,265,4,388.92,2
4166,915,3,419.48,3
4167,149,4,561.62,2
4168,2,5,703.09,1
4169,207,4,393.68,2
4170,91,3,571.24,1
4172,1378,2,300.78,3
4173,192,7,1074.49,2
4174,90,3,531.63,1
4175,11,5,2040.53,1
4176,224,2,829.86,3
4178,159,2,504.65000000000003,3
4179,1024,1,210.23000000000002,0
4180,488,3,333.34000000000003,3
4181,698,2,194.04,3
4183,63,5,1323.01,2
4184,492,5,1062.94,2
4185,59,3,386.84,1
4186,1,3,460.04,1
4187,339,2,505.62,3
4188,8,5,901.15,1
4189,23,4,1186.01,1
4190,413,2,222.0,3
4191,1361,1,66.2,0
4192,206,3,403.61,3
4193,232,5,1270.91,2
4194,451,2,199.13,3
4195,3,3,477.28000000000003,1
4197,790,1,370.47,3
4198,152,5,487.95,2
4199,168,6,1085.98,2
4200,575,4,702.95,2
4201,666,3,309.71,3
4202,132,2,154.46,3
4203,107,2,287.25,3
4205,752,4,1206.32,2
4206,276,2,161.67,3
4207,151,2,628.8399999999999,3
4208,36,1,282.61,1
4209,490,1,161.84,0
4210,206,6,1902.0,2
4211,75,2,349.07,1
4212,122,5,928.23,2
4213,724,5,585.95,2
4214,889,2,778.37,3
4215,368,2,158.8,3
4216,1,3,235.95999999999998,1
4217,228,5,763.99,2
4218,1008,2,2479.18,3
4219,240,2,221.96,3
4220,929,2,167.18,3
4221,127,5,700.38,2
4222,28,2,153.85,1
4223,188,2,358.09000000000003,3
4224,85,3,320.12,1
4225,563,3,801.85,3
4226,548,1,301.85,0
4227,116,6,1236.26,2
4228,497,1,27.05,0
4229,895,1,78.57,0
4230,1099,3,315.08,3
4231,221,3,762.1,2
4233,482,1,208.8,0
4234,141,1,389.16,3
4235,577,3,417.05,3
4237,3,3,384.47,1
4238,265,3,444.77,3
4239,536,4,999.61,2
4241,417,3,406.2,3
4242,112,4,987.47,2
4243,872,1,160.5,0
4244,282,1,142.36,0
4245,339,6,728.44,2
4246,517,3,445.58,3
4247,256,7,987.01,2
4248,785,2,274.57,3
4249,1221,3,424.03000000000003,3
4251,255,3,487.17,3
4252,995,1,51.809999999999995,0
4253,314,3,355.84,3
4254,26,4,712.54,1
4256,154,3,597.02,2
4257,720,2,279.04,3
4258,350,1,151.56,0
4259,788,4,714.61,2
4260,1070,2,273.73,3
4261,886,3,486.45,3
4262,578,1,96.92,0
4263,1244,1,175.15,0
4264,107,2,718.52,1
4265,61,3,434.59000000000003,1
4266,482,6,1194.57,2
4268,1034,2,150.37,0
4270,418,3,196.79999999999998,3
4271,656,2,148.48,0
4272,516,2,685.42,3
4273,420,2,426.83000000000004,3
4274,161,4,682.82,2
4275,83,4,667.76,1
4276,959,1,18.89,0
4277,652,3,457.77,3
4278,283,1,319.87,3
4279,274,2,76.28,0
4280,572,1,73.21000000000001,0
4281,312,2,305.45,3
4282,53,2,286.27,1
4283,786,2,173.36,3
4284,206,1,59.29,0
4285,128,3,457.84000000000003,1
4286,67,3,531.47,1
4287,112,3,460.18,1
4288,293,5,868.59,2
4289,50,3,383.92,1
4290,320,5,1030.01,2
4291,730,2,183.59,3
4293,889,1,330.66999999999996,0
4294,382,1,190.71,0
4295,122,4,644.78,2
4296,225,2,184.6,3
4297,61,3,489.63,1
4298,288,2,528.9399999999999,3
4299,225,2,89.37,0
4300,1364,2,192.0,3
4301,393,5,922.54,2
4302,418,4,468.18,2
4303,1207,2,112.33,0
4304,177,4,367.09000000000003,2
4305,555,2,160.36,3
4307,773,5,507.45000000000005,2
4308,251,3,451.74,3
4309,395,1,50.71,0
4310,417,3,408.64,3
4311,104,1,117.55,0
4313,95,1,122.03999999999999,0
4315,65,5,1017.12,2
4316,713,1,117.78,0
4317,445,4,1054.0,2
4318,357,2,51.19,0
4319,64,2,195.57,1
4320,142,3,369.15,3
4321,330,3,542.27,3
4322,256,4,1249.34,2
4323,282,5,1020.27,2
4324,774,2,64.76,0
4325,609,3,874.37,2
4326,280,2,160.73000000000002,3
4327,926,3,1125.93,2
4328,46,2,411.97,1
4330,333,4,912.51,2
4332,73,7,1372.81,2
4333,909,2,39.79,0
4334,619,2,543.56,3
4335,545,3,455.94,3
4336,60,4,533.27,1
4337,282,4,584.31,2
4339,14,5,786.46,1
4340,728,1,496.87,3
4341,747,1,269.05,0
4342,11,2,442.38,1
4343,1069,1,127.13,0
4344,303,4,461.49,2
4345,115,3,302.41,1
4346,367,4,372.06,2
4347,517,1,195.24,0
4348,282,1,112.22999999999999,0
4349,194,3,265.07,3
4350,119,4,370.63,2
4351,99,4,821.3,2
4352,210,3,255.95000000000002,3
4353,32,5,552.5699999999999,1
4354,63,2,325.14,1
4356,132,3,355.46,3
4357,163,1,100.75999999999999,0
4358,265,1,147.43,0
4359,798,1,372.33,3
4360,34,3,450.63,1
4361,243,2,193.92,3
4362,75,3,527.03,1
4363,1244,1,114.11999999999999,0
4364,907,1,289.61,0
4366,280,1,118.08,0
4367,568,3,261.56,3
4368,156,1,203.39000000000001,0
4369,406,4,889.74,2
4370,228,6,558.0,2
4371,194,3,416.35,3
4372,782,2,398.29,3
4373,13,1,404.90999999999997,1
4374,207,2,293.28,3
4376,683,2,370.56,3
4377,1375,2,518.09,3
4378,135,4,481.9,2
4379,282,2,264.72,3
4380,608,2,374.17,3
4381,434,3,741.1800000000001,2
4382,63,3,985.2700000000001,1
4383,907,1,171.76,0
4384,648,2,299.22,3
4385,1007,3,998.6999999999999,3
4386,18,4,391.74,1
4388,95,3,571.21,1
4389,1372,2,159.29000000000002,0
4390,12,2,254.0,1
4391,869,1,28.0,0
4392,442,4,1170.52,2
4393,143,3,379.56,3
4394,494,2,667.2,3
4395,100,7,1387.81,2
4396,7,3,538.02,1
4397,862,2,457.62,3
4398,259,1,59.23,0
4399,570,2,430.84000000000003,3
4400,404,4,810.08,2
4401,13,4,458.58,1
4402,55,3,524.91,1
4403,897,3,519.46,3
4404,994,1,48.11,0
