order_id,customer_id,order_date,order_status
6354,2090,2022-10-28,Completed
6355,2090,2024-12-19,Returned
6356,2090,2024-02-17,Completed
6357,2092,2022-09-13,Completed
6358,2092,2023-04-05,Completed
6359,2092,2021-07-19,Completed
6360,2092,2023-08-15,Completed
6361,2093,2021-11-19,Completed
6362,2093,2021-03-26,Completed
6363,2094,2021-02-10,Returned
6364,2094,2024-02-24,Returned
6365,2094,2023-01-29,Completed
6366,2095,2021-11-21,Completed
6367,2095,2023-01-03,Completed
6368,2095,2021-01-23,Completed
6369,2095,2022-01-08,Completed
6370,2096,2024-10-31,Completed
6371,2096,2023-02-24,Completed
6372,2097,2022-12-05,Completed
6373,2098,2024-05-20,Completed
6374,2098,2023-02-07,Returned
6375,2099,2022-03-28,Completed
6376,2099,2024-08-09,Completed
6377,2099,2022-11-03,Completed
6378,2099,2024-08-11,Cancelled
6379,2099,2022-02-22,Completed
6380,2100,2021-12-27,Completed
6381,2100,2023-02-28,Completed
6382,2100,2023-10-28,Completed
6383,2101,2022-06-15,Completed
6384,2101,2021-01-27,Completed
6385,2102,2023-03-27,Completed
6386,2102,2023-03-17,Completed
6387,2102,2024-08-17,Completed
6388,2103,2021-09-17,Completed
6389,2103,2022-08-01,Completed
6390,2104,2023-11-11,Completed
6391,2104,2022-12-02,Completed
6392,2105,2021-02-17,Completed
6393,2105,2022-03-15,Completed
6394,2106,2022-02-17,Completed
6395,2106,2024-10-29,Completed
6396,2107,2024-02-16,Completed
6397,2107,2024-03-21,Completed
6398,2108,2022-06-08,Completed
6399,2108,2024-04-27,Completed
6400,2108,2022-06-26,Completed
6401,2109,2022-01-30,Completed
6402,2109,2021-09-12,Completed
6403,2110,2023-05-17,Completed
6404,2110,2022-01-17,Returned
6405,2110,2022-07-25,Cancelled
6406,2110,2023-09-12,Completed
6407,2110,2023-03-07,Completed
6408,2110,2023-04-18,Completed
6409,2111,2023-01-15,Completed
6410,2111,2023-09-04,Completed
6411,2111,2022-01-30,Returned
6412,2111,2021-09-25,Completed
6413,2112,2021-06-01,Completed
6414,2112,2021-03-14,Completed
6415,2112,2023-06-23,Completed
6416,2113,2022-02-18,Completed
6417,2113,2021-12-29,Completed
6418,2114,2024-08-24,Completed
6419,2114,2023-04-25,Completed
6420,2115,2021-03-11,Completed
6421,2115,2022-06-26,Completed
6422,2115,2024-04-20,Completed
6423,2116,2022-03-14,Completed
6424,2117,2023-12-02,Completed
6425,2117,2024-05-05,Completed
6426,2117,2022-12-09,Completed
6427,2117,2024-07-31,Completed
6428,2118,2024-05-29,Completed
6429,2118,2023-07-07,Completed
6430,2118,2023-10-05,Completed
6431,2118,2024-02-05,Completed
6432,2118,2022-02-15,Completed
6433,2119,2024-03-03,Returned
6434,2119,2023-03-05,Completed
6435,2120,2023-07-06,Completed
6436,2120,2023-03-05,Returned
6437,2121,2021-12-28,Completed
6438,2122,2021-01-11,Completed
6439,2122,2024-09-24,Completed
6440,2122,2021-07-06,Completed
6441,2122,2023-03-21,Completed
6442,2122,2024-03-27,Returned
6443,2122,2024-07-13,Returned
6444,2123,2022-10-24,Completed
6445,2123,2024-07-01,Completed
6446,2124,2021-03-18,Completed
6447,2124,2024-11-15,Completed
6448,2124,2023-04-13,Completed
6449,2125,2021-02-14,Completed
6450,2125,2024-04-13,Completed
6451,2125,2024-01-17,Completed
6452,2125,2022-12-30,Completed
6453,2126,2022-07-26,Completed
6454,2126,2024-05-13,Completed
6455,2127,2024-01-16,Completed
6456,2127,2024-12-30,Completed
6457,2128,2021-12-08,Completed
6458,2128,2023-06-10,Completed
6459,2129,2021-12-23,Completed
6460,2129,2023-10-22,Completed
6461,2130,2023-12-29,Completed
6462,2131,2024-02-03,Completed
6463,2131,2023-07-06,Completed
6464,2131,2023-05-09,Completed
6465,2132,2024-09-14,Completed
6466,2133,2022-07-15,Returned
6467,2133,2024-04-05,Completed
6468,2134,2022-08-07,Returned
6469,2134,2022-12-03,Completed
6470,2135,2024-03-30,Completed
6471,2135,2024-03-30,Completed
6472,2135,2022-10-21,Completed
6473,2136,2024-05-02,Completed
6474,2136,2021-01-14,Completed
6475,2136,2021-02-14,Returned
6476,2136,2024-08-31,Completed
6477,2136,2024-03-22,Completed
6478,2136,2023-12-30,Completed
6479,2137,2022-01-27,Completed
6480,2137,2021-10-09,Completed
6481,2137,2023-01-15,Completed
6482,2137,2021-03-03,Completed
6483,2137,2023-07-06,Completed
6484,2137,2023-03-11,Completed
6485,2138,2022-01-08,Completed
6486,2138,2023-07-25,Completed
6487,2138,2022-10-01,Completed
6488,2138,2024-03-11,Completed
6489,2138,2022-06-06,Completed
6490,2138,2022-03-30,Completed
6491,2138,2024-02-19,Completed
6492,2139,2024-07-07,Completed
6493,2139,2024-08-22,Completed
6494,2140,2023-03-28,Completed
6495,2140,2024-09-25,Completed
6496,2141,2023-09-04,Completed
6497,2141,2023-06-28,Completed
6498,2141,2024-10-14,Completed
6499,2141,2024-12-09,Completed
6500,2143,2022-04-11,Completed
6501,2143,2023-09-09,Completed
6502,2144,2021-11-03,Completed
6503,2144,2023-11-26,Completed
6504,2145,2024-03-12,Completed
6505,2145,2021-12-02,Completed
6506,2145,2024-04-30,Returned
6507,2146,2024-04-01,Completed
6508,2146,2023-03-10,Completed
6509,2146,2023-09-30,Returned
6510,2147,2021-01-13,Completed
6511,2147,2024-11-22,Completed
6512,2147,2024-02-10,Completed
6513,2148,2022-07-25,Returned
6514,2148,2021-12-04,Completed
6515,2148,2024-12-15,Completed
6516,2148,2024-10-26,Completed
6517,2148,2022-10-01,Returned
6518,2148,2021-12-26,Completed
6519,2148,2022-01-27,Completed
6520,2149,2022-11-21,Completed
6521,2149,2024-05-12,Completed
6522,2150,2024-11-22,Returned
6523,2150,2023-09-07,Completed
6524,2150,2021-05-04,Completed
6525,2150,2024-12-24,Completed
6526,2152,2023-12-06,Completed
6527,2153,2022-08-25,Completed
6528,2153,2023-02-09,Completed
6529,2153,2023-02-21,Returned
6530,2153,2021-03-05,Completed
6531,2154,2022-02-05,Cancelled
6532,2154,2024-04-27,Completed
6533,2154,2024-06-19,Completed
6534,2155,2024-04-21,Completed
6535,2155,2024-12-21,Completed
6536,2155,2022-11-21,Completed
6537,2155,2023-10-10,Completed
6538,2155,2023-10-31,Completed
6539,2155,2024-06-02,Completed
6540,2156,2023-05-11,Completed
6541,2156,2021-04-07,Completed
6542,2156,2022-06-20,Completed
6543,2156,2023-09-06,Completed
6544,2156,2023-12-01,Completed
6545,2157,2024-05-31,Completed
6546,2157,2023-12-28,Completed
6547,2158,2022-04-27,Returned
6548,2158,2022-01-24,Returned
6549,2158,2022-06-25,Completed
6550,2160,2024-05-07,Completed
6551,2160,2021-07-23,Completed
6552,2160,2023-06-29,Completed
6553,2160,2021-09-24,Completed
6554,2160,2022-07-30,Completed
6555,2161,2023-03-11,Completed
6556,2161,2021-10-17,Completed
6557,2161,2022-02-12,Completed
6558,2161,2023-06-21,Completed
6559,2161,2021-06-17,Returned
6560,2162,2022-03-22,Completed
6561,2162,2023-04-29,Completed
6562,2163,2021-01-11,Completed
6563,2163,2023-05-18,Completed
6564,2164,2022-11-28,Completed
6565,2164,2022-02-07,Completed
6566,2166,2022-05-22,Completed
6567,2166,2023-06-08,Completed
6568,2166,2021-09-26,Completed
6569,2166,2021-05-31,Completed
6570,2167,2023-10-09,Completed
6571,2167,2023-02-27,Cancelled
6572,2168,2023-06-10,Completed
6573,2168,2021-11-11,Completed
6574,2168,2021-06-01,Completed
6575,2169,2024-04-18,Completed
6576,2169,2024-01-12,Completed
6577,2169,2021-03-03,Completed
6578,2169,2022-06-23,Completed
6579,2170,2023-03-21,Returned
6580,2171,2024-10-12,Completed
6581,2171,2023-01-17,Completed
6582,2171,2022-08-28,Completed
6583,2173,2024-04-05,Completed
6584,2174,2023-03-20,Completed
6585,2174,2022-09-14,Completed
6586,2175,2024-06-08,Completed
6587,2176,2023-07-24,Completed
6588,2176,2024-02-08,Completed
6589,2177,2022-02-04,Completed
6590,2177,2024-06-01,Completed
6591,2177,2022-08-14,Completed
6592,2177,2021-04-12,Returned
6593,2178,2023-05-05,Cancelled
6594,2178,2024-12-20,Completed
6595,2178,2022-03-11,Completed
6596,2178,2024-08-06,Returned
6597,2179,2021-05-09,Returned
6598,2179,2022-08-20,Completed
6599,2179,2022-05-16,Completed
6600,2180,2024-02-14,Completed
6601,2180,2023-02-13,Completed
6602,2181,2021-04-08,Cancelled
6603,2181,2022-02-09,Completed
6604,2181,2021-06-11,Completed
6605,2182,2023-10-26,Completed
6606,2183,2023-02-15,Completed
6607,2183,2024-10-30,Completed
6608,2183,2023-05-07,Completed
6609,2184,2023-11-16,Completed
6610,2184,2022-12-05,Completed
6611,2184,2024-03-31,Completed
6612,2184,2022-04-30,Completed
6613,2185,2024-04-12,Returned
6614,2185,2023-11-08,Completed
6615,2186,2024-01-19,Completed
6616,2186,2021-07-03,Completed
6617,2187,2021-02-16,Completed
6618,2187,2022-05-23,Completed
6619,2187,2022-09-16,Completed
6620,2187,2022-10-02,Completed
6621,2188,2021-10-29,Completed
6622,2188,2024-09-28,Completed
6623,2188,2021-07-21,Completed
6624,2189,2022-10-02,Completed
6625,2189,2024-11-05,Completed
6626,2189,2021-10-04,Completed
6627,2189,2024-08-03,Completed
6628,2189,2022-03-06,Completed
6629,2189,2022-10-19,Completed
6630,2189,2021-12-05,Completed
6631,2190,2024-12-18,Completed
6632,2193,2024-12-06,Completed
6633,2194,2021-02-19,Completed
6634,2194,2021-10-07,Completed
6635,2195,2024-12-29,Completed
6636,2195,2024-04-07,Completed
6637,2195,2022-06-13,Completed
6638,2195,2024-11-10,Completed
6639,2195,2024-03-16,Completed
6640,2196,2024-02-15,Completed
6641,2196,2023-11-28,Completed
6642,2196,2023-09-19,Completed
6643,2198,2023-02-05,Completed
6644,2198,2023-04-24,Completed
6645,2198,2024-02-19,Completed
6646,2198,2022-10-06,Completed
6647,2199,2022-06-08,Returned
6648,2199,2024-08-09,Completed
6649,2199,2021-12-28,Completed
6650,2199,2022-06-05,Completed
6651,2199,2023-01-17,Completed
6652,2199,2023-05-07,Completed
6653,2200,2022-08-19,Completed
6654,2200,2022-10-14,Completed
6655,2201,2022-08-31,Returned
6656,2201,2022-12-16,Completed
6657,2201,2024-11-01,Completed
6658,2201,2021-11-28,Returned
6659,2202,2022-10-25,Completed
6660,2202,2024-07-27,Returned
6661,2202,2024-04-24,Completed
6662,2202,2021-02-13,Completed
6663,2202,2021-12-07,Completed
6664,2203,2024-12-01,Completed
6665,2203,2021-08-14,Completed
6666,2203,2024-09-06,Completed
6667,2203,2021-05-30,Completed
6668,2203,2021-06-22,Completed
6669,2204,2023-09-19,Completed
6670,2204,2023-11-17,Completed
6671,2204,2024-01-19,Completed
6672,2205,2021-09-16,Completed
6673,2205,2022-03-07,Completed
6674,2205,2022-05-15,Completed
6675,2205,2023-05-23,Returned
6676,2205,2022-10-30,Completed
6677,2205,2021-05-08,Completed
6678,2205,2022-07-11,Completed
6679,2206,2024-09-28,Completed
6680,2206,2022-03-03,Completed
6681,2207,2023-01-20,Completed
6682,2207,2023-08-08,Completed
6683,2207,2023-06-17,Completed
6684,2207,2023-02-27,Completed
6685,2208,2024-08-25,Completed
6686,2209,2024-10-10,Completed
6687,2210,2022-04-09,Completed
6688,2210,2024-10-28,Completed
6689,2210,2022-02-17,Completed
6690,2212,2023-12-07,Completed
6691,2212,2024-01-09,Completed
6692,2213,2021-06-07,Completed
6693,2213,2023-04-27,Completed
6694,2213,2023-11-20,Completed
6695,2213,2022-06-25,Completed
6696,2213,2021-04-14,Completed
6697,2213,2023-07-19,Completed
6698,2214,2023-07-13,Completed
6699,2214,2022-10-01,Completed
6700,2215,2023-03-08,Completed
6701,2215,2021-11-13,Completed
6702,2216,2023-12-09,Completed
6703,2216,2021-09-04,Completed
6704,2217,2023-01-17,Completed
6705,2217,2024-02-27,Returned
6706,2217,2022-10-13,Completed
6707,2217,2021-08-08,Completed
6708,2217,2024-05-11,Completed
6709,2217,2024-07-11,Completed
6710,2218,2024-11-26,Completed
6711,2218,2024-09-17,Completed
6712,2219,2024-07-16,Completed
6713,2220,2023-04-09,Completed
6714,2220,2023-07-04,Completed
6715,2222,2023-09-08,Completed
6716,2223,2021-04-01,Completed
6717,2223,2023-03-05,Returned
6718,2224,2021-08-12,Completed
6719,2224,2024-11-23,Completed
6720,2224,2021-12-07,Completed
6721,2225,2023-01-24,Completed
6722,2225,2021-06-20,Completed
6723,2225,2021-02-12,Completed
6724,2226,2022-08-04,Completed
6725,2226,2023-07-09,Completed
6726,2227,2022-10-13,Completed
6727,2228,2021-01-18,Completed
6728,2228,2021-09-13,Completed
6729,2228,2021-11-03,Completed
6730,2230,2021-12-17,Completed
6731,2230,2023-12-09,Completed
6732,2231,2023-08-02,Returned
6733,2231,2023-03-03,Completed
6734,2231,2021-02-01,Completed
6735,2231,2022-03-06,Completed
6736,2231,2022-11-24,Completed
6737,2231,2024-01-06,Completed
6738,2231,2022-01-17,Completed
6739,2231,2021-08-25,Completed
6740,2232,2024-12-06,Completed
6741,2232,2023-02-02,Completed
6742,2232,2024-05-07,Completed
6743,2232,2021-10-13,Completed
6744,2232,2021-07-20,Completed
6745,2233,2022-02-28,Completed
6746,2233,2021-10-23,Completed
6747,2233,2023-12-22,Completed
6748,2233,2024-11-14,Returned
6749,2234,2024-03-20,Completed
6750,2234,2023-01-31,Returned
6751,2234,2024-12-04,Completed
6752,2236,2022-05-06,Completed
6753,2237,2023-04-20,Completed
6754,2237,2024-02-29,Completed
6755,2238,2024-01-14,Completed
6756,2239,2024-01-21,Completed
6757,2239,2021-06-02,Returned
6758,2239,2021-06-09,Completed
6759,2240,2022-10-24,Completed
6760,2240,2021-07-28,Completed
6761,2240,2022-06-19,Completed
6762,2241,2023-06-10,Completed
6763,2241,2022-08-30,Completed
6764,2241,2024-11-28,Completed
6765,2242,2024-03-02,Completed
6766,2242,2023-08-13,Completed
6767,2242,2024-07-28,Completed
6768,2243,2024-03-02,Returned
6769,2243,2024-08-07,Completed
6770,2243,2022-11-25,Completed
6771,2243,2021-04-11,Completed
6772,2243,2023-02-22,Completed
6773,2243,2022-07-27,Completed
6774,2244,2021-04-20,Completed
6775,2244,2021-07-04,Completed
6776,2244,2022-02-21,Completed
6777,2244,2023-11-07,Completed
6778,2244,2024-11-10,Returned
6779,2247,2022-11-18,Completed
6780,2248,2022-11-17,Completed
6781,2248,2022-12-25,Completed
6782,2248,2024-07-20,Completed
6783,2249,2021-07-05,Cancelled
6784,2249,2022-08-20,Completed
6785,2249,2021-11-11,Cancelled
6786,2249,2021-06-30,Completed
6787,2249,2023-12-05,Completed
6788,2249,2022-05-06,Completed
6789,2250,2023-08-15,Completed
6790,2250,2021-11-05,Completed
6791,2250,2023-03-25,Completed
6792,2251,2021-03-20,Completed
6793,2251,2023-07-12,Completed
6794,2251,2024-05-18,Completed
6795,2251,2022-09-16,Completed
6796,2252,2021-08-10,Completed
6797,2252,2023-10-08,Returned
6798,2252,2024-02-17,Completed
6799,2253,2024-11-03,Completed
6800,2253,2022-12-23,Completed
6801,2254,2023-03-06,Completed
6802,2254,2024-03-12,Completed
6803,2254,2022-09-05,Returned
6804,2255,2024-09-29,Completed
6805,2255,2024-04-28,Completed
6806,2256,2021-06-22,Completed
6807,2256,2021-05-26,Returned
6808,2256,2023-03-17,Completed
6809,2256,2024-03-06,Completed
6810,2256,2023-06-11,Completed
6811,2257,2021-04-12,Completed
6812,2257,2023-05-30,Completed
6813,2257,2021-09-13,Completed
6814,2257,2023-05-18,Completed
6815,2258,2021-12-25,Completed
6816,2258,2023-12-03,Completed
6817,2258,2024-01-16,Completed
6818,2259,2022-03-12,Completed
6819,2259,2024-04-15,Completed
6820,2259,2024-04-11,Completed
6821,2261,2024-01-12,Completed
6822,2261,2023-11-29,Completed
6823,2262,2022-02-22,Completed
6824,2262,2021-02-26,Completed
6825,2263,2024-07-24,Completed
6826,2263,2021-07-22,Completed
6827,2263,2022-11-05,Completed
6828,2263,2023-09-23,Completed
6829,2264,2024-01-14,Completed
6830,2264,2024-06-29,Completed
6831,2264,2021-03-12,Completed
6832,2264,2023-11-04,Completed
6833,2265,2023-03-08,Completed
6834,2266,2024-10-09,Completed
6835,2266,2024-11-03,Returned
6836,2266,2021-12-16,Completed
6837,2267,2022-06-02,Completed
6838,2267,2023-10-25,Completed
6839,2268,2023-05-13,Completed
6840,2268,2024-10-26,Completed
6841,2269,2024-02-13,Completed
6842,2270,2023-04-23,Completed
6843,2271,2024-03-05,Completed
6844,2271,2023-05-31,Completed
6845,2272,2022-12-23,Completed
6846,2272,2022-03-15,Completed
6847,2272,2023-09-13,Completed
6848,2272,2023-09-22,Completed
6849,2273,2021-11-26,Completed
6850,2273,2022-08-06,Completed
6851,2273,2023-09-30,Completed
6852,2273,2022-04-20,Completed
6853,2273,2021-04-05,Completed
6854,2273,2024-08-15,Completed
6855,2274,2024-12-11,Completed
6856,2274,2024-12-14,Completed
6857,2274,2024-04-15,Completed
6858,2274,2023-03-02,Completed
6859,2274,2024-05-18,Completed
6860,2275,2022-05-05,Completed
6861,2275,2024-04-18,Completed
6862,2275,2024-12-18,Completed
6863,2276,2023-05-03,Completed
6864,2277,2022-03-27,Completed
6865,2277,2021-09-05,Completed
6866,2277,2024-08-09,Completed
6867,2278,2021-01-03,Completed
6868,2278,2022-04-11,Completed
6869,2278,2023-08-08,Completed
6870,2278,2024-03-28,Completed
6871,2279,2022-07-17,Completed
6872,2279,2023-09-04,Completed
6873,2279,2022-01-25,Completed
6874,2279,2024-12-05,Completed
6875,2279,2023-08-17,Completed
6876,2279,2021-10-06,Completed
6877,2280,2023-02-22,Completed
6878,2280,2023-02-09,Completed
6879,2280,2022-08-27,Completed
6880,2280,2024-12-09,Completed
6881,2280,2022-12-28,Completed
6882,2281,2023-11-07,Completed
6883,2281,2022-06-11,Completed
6884,2281,2022-11-05,Completed
6885,2281,2022-12-02,Completed
6886,2281,2022-05-06,Completed
6887,2281,2021-12-20,Completed
6888,2282,2024-03-11,Completed
6889,2282,2023-03-20,Completed
6890,2282,2022-09-28,Completed
6891,2283,2022-09-28,Completed
6892,2283,2023-05-21,Completed
6893,2283,2023-03-15,Completed
6894,2283,2021-04-29,Returned
6895,2283,2022-04-30,Completed
6896,2284,2022-06-17,Completed
6897,2284,2023-09-30,Completed
6898,2285,2021-11-27,Completed
6899,2285,2024-03-18,Completed
6900,2285,2023-07-09,Completed
6901,2285,2024-07-06,Completed
6902,2285,2021-07-22,Completed
6903,2286,2023-11-11,Completed
6904,2286,2022-04-22,Completed
6905,2286,2024-06-22,Completed
6906,2286,2021-05-16,Completed
6907,2286,2024-08-31,Completed
6908,2286,2024-05-21,Completed
6909,2286,2021-11-07,Completed
6910,2286,2024-02-28,Completed
6911,2287,2024-10-10,Completed
6912,2288,2021-11-12,Completed
6913,2288,2023-01-29,Completed
6914,2288,2021-11-13,Completed
6915,2288,2021-10-20,Completed
6916,2288,2024-06-01,Returned
6917,2289,2021-09-27,Completed
6918,2289,2022-09-07,Completed
6919,2289,2023-10-21,Returned
6920,2291,2022-04-16,Completed
6921,2291,2024-07-27,Completed
6922,2291,2021-03-22,Completed
6923,2291,2023-03-20,Completed
6924,2291,2021-05-31,Completed
6925,2292,2023-07-23,Completed
6926,2292,2023-09-15,Returned
6927,2292,2022-04-10,Completed
6928,2292,2022-04-27,Completed
6929,2293,2022-03-22,Completed
6930,2293,2023-05-24,Cancelled
6931,2293,2023-06-06,Completed
6932,2294,2021-04-04,Returned
6933,2294,2024-04-07,Completed
6934,2294,2021-08-15,Completed
6935,2294,2021-02-07,Cancelled
6936,2294,2023-03-21,Completed
6937,2294,2022-04-06,Completed
6938,2295,2021-08-07,Completed
6939,2296,2024-05-21,Completed
6940,2297,2022-12-28,Completed
6941,2297,2021-12-29,Completed
6942,2297,2022-07-08,Completed
6943,2298,2023-08-06,Completed
6944,2298,2023-06-23,Completed
6945,2298,2021-06-19,Completed
6946,2299,2023-06-08,Completed
6947,2299,2021-07-18,Completed
6948,2300,2021-05-25,Returned
6949,2301,2022-05-06,Completed
6950,2301,2023-01-11,Completed
6951,2301,2023-11-04,Completed
6952,2301,2023-02-27,Completed
6953,2301,2022-10-27,Completed
6954,2301,2024-06-23,Completed
6955,2302,2024-12-09,Completed
6956,2302,2022-02-04,Completed
6957,2302,2023-12-31,Completed
6958,2303,2022-03-05,Completed
6959,2304,2024-01-11,Completed
6960,2305,2023-04-05,Completed
6961,2305,2024-07-08,Completed
6962,2305,2024-03-13,Cancelled
6963,2305,2021-09-11,Completed
6964,2305,2023-05-26,Completed
6965,2306,2022-11-04,Completed
6966,2306,2021-05-04,Completed
6967,2306,2024-06-05,Completed
6968,2306,2021-09-18,Completed
6969,2307,2021-01-20,Cancelled
6970,2307,2024-05-11,Completed
6971,2307,2022-05-02,Returned
6972,2308,2021-08-19,Completed
6973,2309,2023-11-15,Completed
6974,2309,2024-10-07,Completed
6975,2310,2023-03-05,Completed
6976,2310,2022-11-26,Completed
6977,2310,2021-02-12,Completed
6978,2311,2021-02-25,Completed
6979,2311,2021-07-06,Completed
6980,2313,2023-06-13,Returned
6981,2313,2021-03-16,Completed
6982,2313,2022-08-09,Completed
6983,2313,2021-09-03,Completed
6984,2314,2022-03-21,Returned
6985,2314,2022-10-25,Completed
6986,2314,2024-03-15,Returned
6987,2316,2022-08-02,Returned
6988,2316,2021-08-25,Completed
6989,2317,2024-11-05,Completed
6990,2317,2021-04-13,Completed
6991,2318,2023-09-04,Completed
6992,2318,2023-10-29,Completed
6993,2318,2024-05-05,Completed
6994,2318,2021-07-15,Completed
6995,2318,2024-09-15,Completed
6996,2318,2021-08-24,Completed
6997,2318,2022-07-02,Completed
6998,2319,2022-09-22,Completed
6999,2319,2021-08-27,Completed
7000,2320,2022-01-28,Completed
7001,2320,2022-03-28,Completed
7002,2320,2021-12-07,Completed
7003,2321,2022-12-18,Completed
7004,2321,2022-10-07,Completed
7005,2321,2024-05-27,Returned
7006,2322,2021-08-27,Completed
7007,2322,2024-07-26,Completed
7008,2322,2023-08-05,Completed
7009,2323,2021-08-31,Completed
7010,2323,2024-01-29,Completed
7011,2323,2024-11-26,Completed
7012,2323,2021-03-01,Completed
7013,2323,2022-10-21,Completed
7014,2323,2022-10-13,Completed
7015,2323,2024-12-05,Completed
7016,2323,2022-06-29,Completed
7017,2323,2022-02-09,Completed
7018,2324,2022-07-25,Returned
7019,2324,2024-11-25,Completed
7020,2324,2022-10-06,Completed
7021,2324,2024-10-01,Completed
7022,2325,2023-09-26,Completed
7023,2326,2024-12-15,Completed
7024,2326,2023-09-18,Cancelled
7025,2326,2022-10-16,Returned
7026,2326,2024-04-30,Completed
7027,2327,2023-02-09,Completed
7028,2327,2021-03-25,Completed
7029,2327,2024-12-03,Completed
7030,2327,2021-10-22,Completed
7031,2327,2022-11-16,Completed
7032,2327,2021-03-16,Completed
7033,2328,2022-11-15,Completed
7034,2328,2021-03-15,Completed
7035,2329,2021-04-15,Completed
7036,2329,2024-07-05,Completed
7037,2329,2021-03-21,Completed
7038,2329,2023-05-30,Cancelled
7039,2331,2024-11-08,Completed
7040,2331,2024-11-22,Completed
7041,2331,2024-12-01,Completed
7042,2331,2022-08-06,Completed
7043,2332,2024-01-18,Completed
7044,2332,2024-09-27,Completed
7045,2332,2022-07-22,Completed
7046,2333,2023-01-22,Completed
7047,2333,2024-04-21,Completed
7048,2333,2022-07-03,Completed
7049,2334,2021-12-29,Completed
7050,2335,2024-11-12,Completed
7051,2335,2023-02-28,Completed
7052,2335,2024-09-29,Completed
7053,2335,2023-04-01,Completed
7054,2336,2024-02-03,Completed
7055,2336,2021-07-20,Completed
7056,2337,2022-06-17,Completed
7057,2337,2024-04-19,Completed
7058,2338,2023-12-25,Completed
7059,2339,2022-12-05,Completed
7060,2339,2023-05-14,Completed
7061,2339,2022-01-31,Completed
7062,2339,2023-12-05,Completed
7063,2339,2021-11-16,Completed
7064,2340,2022-12-14,Returned
7065,2340,2021-05-25,Completed
7066,2341,2021-06-09,Completed
7067,2342,2023-01-09,Completed
7068,2342,2023-10-03,Returned
7069,2342,2024-04-11,Completed
7070,2342,2021-04-22,Returned
7071,2342,2024-08-01,Completed
7072,2344,2023-11-17,Completed
7073,2344,2023-12-06,Completed
7074,2344,2024-09-22,Completed
7075,2344,2023-05-15,Completed
7076,2345,2022-06-29,Completed
7077,2345,2024-08-19,Returned
7078,2345,2024-12-20,Completed
7079,2345,2023-12-19,Returned
7080,2345,2023-09-26,Completed
7081,2346,2022-09-19,Completed
7082,2346,2023-08-18,Completed
7083,2346,2021-06-16,Completed
7084,2346,2023-12-05,Completed
7085,2347,2021-04-08,Completed
7086,2348,2024-01-21,Completed
7087,2348,2024-01-23,Returned
7088,2348,2023-01-04,Completed
7089,2348,2024-07-31,Completed
7090,2349,2024-06-28,Completed
7091,2349,2023-04-29,Returned
7092,2349,2021-05-06,Completed
7093,2349,2023-02-18,Completed
7094,2350,2023-05-21,Completed
7095,2350,2023-01-28,Completed
7096,2351,2024-05-30,Returned
7097,2351,2022-05-27,Completed
7098,2352,2024-11-24,Completed
7099,2352,2024-05-22,Completed
7100,2352,2023-02-24,Completed
7101,2352,2024-03-28,Completed
7102,2352,2021-05-18,Completed
7103,2353,2022-07-13,Completed
7104,2353,2023-05-05,Completed
7105,2354,2023-07-05,Completed
7106,2354,2024-05-09,Cancelled
7107,2355,2021-07-05,Completed
7108,2356,2023-04-01,Completed
7109,2356,2023-09-07,Completed
7110,2357,2024-11-03,Completed
7111,2357,2022-10-29,Completed
7112,2358,2021-08-04,Completed
7113,2358,2022-01-02,Completed
7114,2358,2023-07-25,Completed
7115,2358,2021-11-16,Completed
7116,2358,2022-12-26,Completed
7117,2359,2023-03-17,Completed
7118,2359,2022-02-20,Completed
7119,2359,2021-03-30,Completed
7120,2359,2023-02-22,Completed
7121,2359,2023-10-04,Completed
7122,2359,2022-12-21,Completed
7123,2359,2021-04-16,Completed
7124,2360,2023-06-13,Completed
7125,2360,2022-07-20,Completed
7126,2360,2023-01-11,Completed
7127,2360,2021-05-03,Completed
7128,2360,2022-06-20,Completed
7129,2361,2024-08-25,Completed
7130,2361,2022-09-17,Completed
7131,2362,2024-07-11,Completed
7132,2362,2024-09-25,Completed
7133,2362,2021-10-02,Completed
7134,2362,2024-03-29,Completed
7135,2362,2021-06-14,Completed
7136,2362,2021-01-15,Completed
7137,2364,2021-03-17,Completed
7138,2364,2024-07-11,Completed
7139,2364,2021-01-29,Completed
7140,2364,2022-02-06,Completed
7141,2364,2024-11-04,Completed
7142,2364,2023-01-27,Completed
7143,2364,2024-01-04,Completed
7144,2364,2024-05-03,Completed
7145,2365,2021-04-19,Returned
7146,2366,2024-05-10,Returned
7147,2367,2023-06-07,Completed
7148,2368,2024-03-18,Completed
7149,2368,2022-03-29,Completed
7150,2368,2021-03-11,Completed
7151,2368,2022-11-06,Completed
7152,2368,2023-10-16,Completed
7153,2370,2022-05-26,Cancelled
7154,2370,2024-10-23,Completed
7155,2370,2022-11-05,Completed
7156,2370,2023-03-13,Completed
7157,2370,2022-06-11,Returned
7158,2371,2024-06-02,Completed
7159,2371,2023-07-09,Completed
7160,2372,2021-03-01,Completed
7161,2372,2024-06-12,Returned
7162,2374,2021-03-27,Completed
7163,2374,2021-10-28,Completed
7164,2374,2024-10-31,Returned
7165,2374,2022-11-22,Completed
7166,2374,2024-12-02,Completed
7167,2374,2021-01-07,Completed
7168,2375,2024-10-12,Completed
7169,2376,2023-04-22,Completed
7170,2376,2024-12-21,Completed
7171,2378,2022-10-10,Completed
7172,2378,2024-12-27,Completed
7173,2378,2024-09-22,Completed
